# source lat long PCM_LABELS
1901551_036.DEANROEMMICH -44.228 9.673 0
1901552_008.DEANROEMMICH -46.226 0.850 2
1901552_009.DEANROEMMICH -46.562 2.115 0
1901552_010.DEANROEMMICH -47.293 3.109 0
1901552_011.DEANROEMMICH -47.229 3.941 0
1901552_012.DEANROEMMICH -46.795 4.326 0
1901552_013.DEANROEMMICH -46.235 5.203 0
1901552_014.DEANROEMMICH -45.176 6.892 2
1901552_015.DEANROEMMICH -45.657 7.951 2
1901552_016.DEANROEMMICH -46.591 7.813 0
1901552_017.DEANROEMMICH -46.934 8.532 2
1901553_029.DEANROEMMICH -49.575 1.553 2
1901553_030.DEANROEMMICH -48.831 3.720 2
1901553_031.DEANROEMMICH -48.645 5.259 2
1901553_032.DEANROEMMICH -48.272 5.775 2
1901553_033.DEANROEMMICH -47.936 6.218 2
1901553_034.DEANROEMMICH -47.816 6.644 2
1901553_035.DEANROEMMICH -47.688 7.203 2
1901553_036.DEANROEMMICH -47.516 7.695 2
1901553_037.DEANROEMMICH -47.371 8.119 2
1901553_038.DEANROEMMICH -47.723 9.266 2
1901556_019.BRECKOWENS -45.814 1.248 0
1901556_020.BRECKOWENS -46.427 3.950 0
1901556_021.BRECKOWENS -45.481 5.668 0
1901556_022.BRECKOWENS -44.548 7.437 0
1901556_023.BRECKOWENS -45.793 8.409 0
1901556_024.BRECKOWENS -46.381 9.861 0
1901572_059.BRECKOWENS -49.659 0.037 2
1901572_063.BRECKOWENS -49.487 5.690 2
1901572_064.BRECKOWENS -48.980 6.614 2
1901572_065.BRECKOWENS -49.041 7.394 2
1901572_066.BRECKOWENS -49.192 7.520 2
1901572_068.BRECKOWENS -49.282 7.842 2
1901572_069.BRECKOWENS -49.352 8.523 2
1901572_070.BRECKOWENS -49.360 9.062 2
1901572_071.BRECKOWENS -49.595 9.808 2
1901574_075.BRECKOWENS -48.834 0.771 2
1901574_077.BRECKOWENS -49.642 1.544 2
1901574_078.BRECKOWENS -49.004 3.150 2
1901574_079.BRECKOWENS -48.656 4.403 2
1901574_080.BRECKOWENS -47.884 4.580 2
1901574_081.BRECKOWENS -47.395 4.871 2
1901574_082.BRECKOWENS -47.076 6.039 2
1901574_083.BRECKOWENS -47.269 6.615 2
1901574_084.BRECKOWENS -47.434 7.486 2
1901574_085.BRECKOWENS -47.290 8.231 2
1901574_086.BRECKOWENS -47.114 8.688 2
1901574_087.BRECKOWENS -47.283 9.104 2
1901581_069.BRECKOWENS -45.112 0.501 2
1901581_070.BRECKOWENS -45.817 2.848 0
1901581_071.BRECKOWENS -45.081 4.394 0
1901581_072.BRECKOWENS -44.571 5.233 0
1901581_073.BRECKOWENS -44.681 6.415 0
1901581_074.BRECKOWENS -45.503 7.932 0
1901581_075.BRECKOWENS -44.979 9.500 0
1901599_129.BRECKOWENS -49.013 1.922 2
1901599_130.BRECKOWENS -48.132 1.870 2
1901599_131.BRECKOWENS -48.047 3.070 2
1901599_132.BRECKOWENS -48.323 4.311 2
1901599_133.BRECKOWENS -48.362 4.854 2
1901599_134.BRECKOWENS -48.292 5.363 2
1901599_135.BRECKOWENS -48.226 5.973 2
1901599_136.BRECKOWENS -48.357 6.912 2
1901599_137.BRECKOWENS -48.634 7.906 2
1901599_138.BRECKOWENS -48.951 9.695 2
1901600_114.BRECKOWENS -45.136 0.160 2
1901600_115.BRECKOWENS -45.095 0.897 2
1901600_116.BRECKOWENS -44.826 1.649 0
1901600_117.BRECKOWENS -44.457 2.507 0
1901600_118.BRECKOWENS -44.314 3.502 2
1901600_119.BRECKOWENS -44.433 4.072 2
1901600_120.BRECKOWENS -44.494 4.253 2
1901600_121.BRECKOWENS -44.373 4.445 0
1901600_122.BRECKOWENS -44.121 4.928 0
1901600_123.BRECKOWENS -43.825 5.790 0
1901600_124.BRECKOWENS -43.499 6.898 0
1901600_125.BRECKOWENS -43.268 7.929 0
1901600_126.BRECKOWENS -43.215 8.847 0
1901600_127.BRECKOWENS -43.199 9.453 0
1901651_013.BRECKOWENS,STEVEJAYNE,P.E.ROBBINS -43.925 0.341 0
1901651_014.BRECKOWENS,STEVEJAYNE,P.E.ROBBINS -44.307 0.726 0
