# source lat long PCM_LABELS
4902100_066.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 42.932 299.949 2
4902100_071.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 42.248 299.288 0
4902100_072.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 42.085 299.147 0
4902100_073.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.765 299.216 0
4902100_074.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.257 298.396 0
4902100_075.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.740 298.779 2
4902100_078.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.581 299.484 0
4902100_079.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.608 297.247 0
4902100_081.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.176 299.006 2
4902122_065.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 42.764 299.719 2
4902122_066.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 42.997 299.821 2
4902122_067.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 43.019 299.951 2
4902347_010.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.879 298.987 2
4902347_011.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.974 298.203 2
4902347_012.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.852 297.642 2
4902347_013.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.776 296.751 2
4902347_014.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.910 296.055 2
4902347_015.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.864 295.273 0
4902347_016.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.613 294.845 2
4902347_017.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.161 294.253 0
4902347_018.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.687 293.797 0
4902347_019.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.084 292.996 0
4902912_011.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.688 297.272 2
4902912_012.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.482 299.735 3
4902912_013.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.489 298.854 3
4902912_015.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.095 295.006 3
4902912_016.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.939 295.082 3
4902912_017.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.640 295.928 2
4902912_018.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.446 296.256 0
4902912_026.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.462 297.211 0
4902912_027.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.212 297.044 0
